# batch      l2_tst    l2_trn    l2_e_tst  l2_e_trn    l2_f_tst  l2_f_trn         lr
  26000    2.00e+00  2.05e+00    5.37e-02  9.24e-03    7.17e-02  7.38e-02    3.9e-03
  26100    2.11e+00  1.15e+00    3.87e-02  3.48e-02    7.57e-02  4.13e-02    3.9e-03
  26200    2.09e+00  1.98e+00    3.97e-02  1.73e-02    7.50e-02  7.13e-02    3.9e-03
  26300    2.26e+00  1.79e+00    3.97e-02  3.46e-03    8.12e-02  6.43e-02    3.9e-03
  26400    3.00e+00  2.59e+00    1.20e-01  1.32e-01    1.08e-01  9.31e-02    3.9e-03
  26500    2.40e+00  9.80e-01    4.39e-02  1.47e-02    8.63e-02  3.52e-02    3.9e-03
  26600    2.42e+00  3.60e+00    1.43e-01  1.38e-01    8.68e-02  1.29e-01    3.9e-03
  26700    2.66e+00  3.02e+00    1.31e-01  9.81e-02    9.55e-02  1.08e-01    3.9e-03
  26800    2.13e+00  2.51e+00    3.90e-02  9.46e-03    7.65e-02  9.01e-02    3.9e-03
  26900    2.98e+00  2.17e+00    6.61e-02  1.40e-02    1.07e-01  7.82e-02    3.9e-03
  27000    2.42e+00  2.87e+00    4.48e-02  5.40e-04    8.69e-02  1.03e-01    3.9e-03
  27100    2.12e+00  1.68e+00    6.49e-02  3.67e-02    7.63e-02  6.04e-02    3.9e-03
  27200    2.45e+00  1.88e+00    7.65e-02  9.19e-02    8.81e-02  6.74e-02    3.9e-03
  27300    1.81e+00  1.04e+00    4.75e-02  1.82e-02    6.52e-02  3.74e-02    3.9e-03
  27400    2.30e+00  2.42e+00    6.28e-02  6.94e-02    8.26e-02  8.71e-02    3.9e-03
  27500    1.86e+00  1.44e+00    4.33e-02  4.52e-02    6.69e-02  5.17e-02    3.9e-03
  27600    2.96e+00  2.25e+00    1.50e-01  1.95e-01    1.06e-01  8.03e-02    3.9e-03
  27700    2.17e+00  2.83e+00    5.02e-02  4.39e-02    7.80e-02  1.02e-01    3.9e-03
  27800    3.67e+00  3.37e+00    1.87e-01  1.53e-01    1.32e-01  1.21e-01    3.9e-03
  27900    2.21e+00  2.54e+00    5.73e-02  1.86e-02    7.93e-02  9.13e-02    3.9e-03
  28000    2.07e+00  1.81e+00    5.72e-02  5.82e-03    7.43e-02  6.51e-02    3.9e-03
  28100    2.87e+00  3.65e+00    7.76e-02  4.20e-02    1.03e-01  1.31e-01    3.9e-03
  28200    2.02e+00  2.16e+00    6.38e-02  1.07e-01    7.26e-02  7.75e-02    3.9e-03
  28300    2.45e+00  1.08e+00    5.36e-02  2.69e-02    8.81e-02  3.86e-02    3.9e-03
  28400    2.57e+00  3.07e+00    5.97e-02  2.77e-02    9.22e-02  1.10e-01    3.9e-03
  28500    2.82e+00  3.26e+00    7.37e-02  9.35e-02    1.01e-01  1.17e-01    3.9e-03
  28600    1.72e+00  1.26e+00    3.98e-02  6.58e-02    6.17e-02  4.53e-02    3.9e-03
  28700    2.96e+00  2.79e+00    7.31e-02  7.35e-02    1.06e-01  1.00e-01    3.9e-03
  28800    1.52e+00  1.31e+00    5.25e-02  7.47e-04    5.45e-02  4.72e-02    3.9e-03
  28900    2.13e+00  1.79e+00    9.82e-02  1.08e-01    7.65e-02  6.42e-02    3.9e-03
  29000    1.73e+00  8.32e-01    4.48e-02  5.17e-02    6.20e-02  2.98e-02    3.9e-03
  29100    1.88e+00  1.78e+00    4.31e-02  3.15e-03    6.77e-02  6.38e-02    3.9e-03
  29200    2.51e+00  3.52e+00    7.67e-02  1.96e-02    9.00e-02  1.27e-01    3.9e-03
  29300    1.92e+00  1.89e+00    9.17e-02  4.87e-02    6.90e-02  6.80e-02    3.9e-03
  29400    2.07e+00  2.28e+00    3.99e-02  3.83e-02    7.44e-02  8.21e-02    3.9e-03
  29500    2.34e+00  1.42e+00    5.39e-02  2.31e-02    8.40e-02  5.09e-02    3.9e-03
  29600    1.68e+00  1.47e+00    6.26e-02  4.32e-03    6.04e-02  5.28e-02    3.9e-03
  29700    1.75e+00  8.74e-01    4.23e-02  4.37e-02    6.27e-02  3.14e-02    3.9e-03
  29800    2.80e+00  1.50e+00    1.24e-01  1.15e-02    1.01e-01  5.38e-02    3.9e-03
  29900    2.79e+00  1.31e+00    1.11e-01  6.11e-02    1.00e-01  4.69e-02    3.9e-03
  30000    1.70e+00  1.75e+00    4.13e-02  2.67e-03    6.26e-02  6.46e-02    3.7e-03
  30100    1.93e+00  1.47e+00    1.11e-01  8.52e-02    7.11e-02  5.42e-02    3.7e-03
  30200    1.90e+00  1.39e+00    4.00e-02  4.82e-02    6.99e-02  5.10e-02    3.7e-03
  30300    1.97e+00  1.71e+00    4.81e-02  3.49e-02    7.28e-02  6.29e-02    3.7e-03
  30400    2.02e+00  2.17e+00    4.21e-02  4.73e-02    7.45e-02  7.99e-02    3.7e-03
  30500    1.62e+00  1.27e+00    4.92e-02  2.34e-02    5.98e-02  4.69e-02    3.7e-03
  30600    1.86e+00  1.03e+00    4.43e-02  2.29e-02    6.85e-02  3.80e-02    3.7e-03
  30700    1.80e+00  3.10e+00    5.13e-02  1.28e-02    6.62e-02  1.14e-01    3.7e-03
  30800    2.17e+00  2.10e+00    8.37e-02  3.18e-02    8.01e-02  7.75e-02    3.7e-03
  30900    2.35e+00  1.42e+00    4.29e-02  2.52e-02    8.68e-02  5.23e-02    3.7e-03
  31000    1.93e+00  1.60e+00    3.86e-02  1.84e-02    7.12e-02  5.91e-02    3.7e-03
  31100    2.08e+00  1.56e+00    4.24e-02  7.29e-02    7.66e-02  5.73e-02    3.7e-03
  31200    3.18e+00  7.40e-01    4.41e-02  3.72e-02    1.17e-01  2.72e-02    3.7e-03
  31300    2.03e+00  1.39e+00    3.85e-02  7.35e-02    7.49e-02  5.10e-02    3.7e-03
  31400    2.24e+00  3.79e+00    6.74e-02  6.55e-02    8.25e-02  1.40e-01    3.7e-03
  31500    2.01e+00  2.06e+00    5.10e-02  6.33e-03    7.42e-02  7.58e-02    3.7e-03
  31600    1.87e+00  1.37e+00    6.21e-02  6.92e-02    6.88e-02  5.03e-02    3.7e-03
  31700    1.90e+00  2.25e+00    9.62e-02  7.50e-02    6.99e-02  8.31e-02    3.7e-03
  31800    2.25e+00  2.25e+00    1.45e-01  1.55e-01    8.29e-02  8.25e-02    3.7e-03
  31900    2.61e+00  2.09e+00    1.49e-01  8.65e-02    9.61e-02  7.70e-02    3.7e-03
  32000    2.89e+00  2.12e+00    1.62e-01  1.07e-01    1.06e-01  7.79e-02    3.7e-03
  32100    1.54e+00  1.02e+00    4.17e-02  1.26e-02    5.68e-02  3.78e-02    3.7e-03
  32200    1.90e+00  3.38e+00    6.45e-02  7.17e-02    7.01e-02  1.24e-01    3.7e-03
  32300    2.20e+00  1.80e+00    4.26e-02  1.63e-02    8.11e-02  6.65e-02    3.7e-03
  32400    2.16e+00  1.21e+00    5.47e-02  9.43e-02    7.95e-02  4.45e-02    3.7e-03
  32500    3.32e+00  2.00e+00    9.19e-02  3.27e-02    1.22e-01  7.36e-02    3.7e-03
  32600    2.06e+00  1.23e+00    3.88e-02  3.88e-02    7.58e-02  4.54e-02    3.7e-03
  32700    1.96e+00  1.43e+00    1.10e-01  1.53e-01    7.20e-02  5.21e-02    3.7e-03
  32800    1.52e+00  1.43e+00    8.45e-02  3.49e-03    5.58e-02  5.26e-02    3.7e-03
  32900    1.99e+00  1.95e+00    4.04e-02  5.12e-02    7.35e-02  7.19e-02    3.7e-03
  33000    2.15e+00  1.49e+00    3.86e-02  6.13e-02    7.92e-02  5.49e-02    3.7e-03
  33100    2.00e+00  2.17e+00    3.70e-02  8.83e-02    7.38e-02  8.01e-02    3.7e-03
  33200    3.03e+00  2.42e+00    4.52e-02  1.30e-02    1.12e-01  8.91e-02    3.7e-03
  33300    2.74e+00  2.62e+00    9.80e-02  1.13e-01    1.01e-01  9.64e-02    3.7e-03
  33400    1.86e+00  1.87e+00    1.06e-01  2.91e-02    6.84e-02  6.89e-02    3.7e-03
  33500    2.99e+00  4.25e+00    1.26e-01  1.61e-03    1.10e-01  1.57e-01    3.7e-03
  33600    2.12e+00  2.10e+00    4.11e-02  3.33e-02    7.82e-02  7.74e-02    3.7e-03
  33700    1.84e+00  1.44e+00    4.93e-02  8.13e-02    6.78e-02  5.31e-02    3.7e-03
  33800    1.67e+00  1.59e+00    3.94e-02  1.60e-02    6.17e-02  5.88e-02    3.7e-03
  33900    2.26e+00  1.29e+00    3.78e-02  2.75e-04    8.33e-02  4.77e-02    3.7e-03
  34000    1.84e+00  7.18e-01    7.67e-02  4.00e-02    6.76e-02  2.64e-02    3.7e-03
  34100    1.87e+00  1.46e+00    4.24e-02  6.23e-02    6.89e-02  5.37e-02    3.7e-03
  34200    2.40e+00  1.57e+00    1.02e-01  7.97e-02    8.85e-02  5.78e-02    3.7e-03
  34300    1.73e+00  1.79e+00    7.24e-02  3.05e-02    6.38e-02  6.58e-02    3.7e-03
  34400    1.89e+00  2.24e+00    1.48e-01  1.09e-01    6.92e-02  8.26e-02    3.7e-03
  34500    1.84e+00  9.68e-01    6.20e-02  7.19e-02    6.78e-02  3.55e-02    3.7e-03
  34600    2.62e+00  3.08e+00    5.44e-02  1.33e-01    9.66e-02  1.13e-01    3.7e-03
  34700    2.62e+00  2.01e+00    4.20e-02  1.87e-02    9.66e-02  7.41e-02    3.7e-03
  34800    2.29e+00  1.46e+00    7.87e-02  3.17e-04    8.44e-02  5.37e-02    3.7e-03
  34900    2.59e+00  5.09e+00    4.18e-02  1.07e-01    9.56e-02  1.88e-01    3.7e-03
  35000    2.39e+00  1.15e+00    3.89e-02  6.95e-02    9.05e-02  4.32e-02    3.5e-03
  35100    1.84e+00  8.63e-01    9.98e-02  1.00e-01    6.95e-02  3.22e-02    3.5e-03
  35200    1.64e+00  8.70e-01    1.42e-01  8.33e-02    6.17e-02  3.26e-02    3.5e-03
  35300    3.40e+00  2.52e+00    1.32e-01  1.31e-01    1.28e-01  9.51e-02    3.5e-03
  35400    1.95e+00  2.70e+00    8.87e-02  4.80e-02    7.35e-02  1.02e-01    3.5e-03
  35500    1.44e+00  5.92e-01    5.96e-02  8.15e-02    5.46e-02  2.20e-02    3.5e-03
  35600    1.72e+00  4.26e-01    4.88e-02  5.33e-02    6.49e-02  1.59e-02    3.5e-03
  35700    2.19e+00  1.86e+00    4.07e-02  7.02e-03    8.29e-02  7.02e-02    3.5e-03
  35800    1.53e+00  9.62e-01    4.30e-02  1.70e-02    5.77e-02  3.64e-02    3.5e-03
  35900    1.50e+00  1.50e+00    9.00e-02  5.01e-02    5.67e-02  5.67e-02    3.5e-03
  36000    1.73e+00  7.21e-01    8.65e-02  2.95e-02    6.54e-02  2.72e-02    3.5e-03
  36100    1.65e+00  1.41e+00    5.77e-02  1.11e-02    6.24e-02  5.32e-02    3.5e-03
  36200    1.90e+00  1.93e+00    1.07e-01  1.02e-01    7.18e-02  7.27e-02    3.5e-03
  36300    1.76e+00  1.41e+00    5.44e-02  1.08e-01    6.65e-02  5.32e-02    3.5e-03
  36400    2.17e+00  2.07e+00    7.26e-02  3.02e-02    8.20e-02  7.83e-02    3.5e-03
  36500    1.49e+00  7.96e-01    4.10e-02  3.87e-02    5.63e-02  3.01e-02    3.5e-03
  36600    1.52e+00  1.07e+00    1.07e-01  5.27e-02    5.72e-02  4.05e-02    3.5e-03
  36700    1.76e+00  1.81e+00    5.19e-02  8.81e-02    6.67e-02  6.85e-02    3.5e-03
  36800    1.55e+00  1.34e+00    5.99e-02  5.14e-02    5.84e-02  5.07e-02    3.5e-03
  36900    2.09e+00  1.73e+00    6.05e-02  1.10e-01    7.88e-02  6.52e-02    3.5e-03
  37000    1.87e+00  1.79e+00    7.72e-02  3.47e-02    7.06e-02  6.77e-02    3.5e-03
  37100    2.11e+00  7.67e-01    7.25e-02  1.87e-02    7.96e-02  2.90e-02    3.5e-03
  37200    2.16e+00  1.64e+00    6.44e-02  6.19e-02    8.17e-02  6.21e-02    3.5e-03
  37300    2.08e+00  3.11e+00    7.30e-02  4.05e-02    7.88e-02  1.18e-01    3.5e-03
  37400    2.55e+00  2.62e+00    3.97e-02  3.53e-02    9.65e-02  9.91e-02    3.5e-03
  37500    1.83e+00  1.63e+00    3.68e-02  2.03e-02    6.91e-02  6.18e-02    3.5e-03
  37600    1.74e+00  1.34e+00    7.97e-02  7.27e-02    6.58e-02  5.05e-02    3.5e-03
  37700    1.76e+00  1.08e+00    4.66e-02  2.84e-02    6.64e-02  4.10e-02    3.5e-03
  37800    1.97e+00  2.05e+00    5.94e-02  1.01e-01    7.46e-02  7.73e-02    3.5e-03
  37900    1.50e+00  8.14e-01    4.23e-02  6.43e-02    5.68e-02  3.06e-02    3.5e-03
  38000    1.47e+00  2.75e+00    1.09e-01  8.62e-02    5.52e-02  1.04e-01    3.5e-03
  38100    1.64e+00  1.06e+00    1.20e-01  1.17e-01    6.18e-02  3.97e-02    3.5e-03
  38200    2.40e+00  2.84e+00    5.74e-02  6.22e-02    9.08e-02  1.07e-01    3.5e-03
  38300    1.60e+00  1.76e+00    6.38e-02  2.59e-02    6.03e-02  6.67e-02    3.5e-03
  38400    1.55e+00  1.39e+00    4.95e-02  7.41e-03    5.87e-02  5.27e-02    3.5e-03
  38500    1.47e+00  3.36e+00    3.96e-02  1.90e-04    5.57e-02  1.27e-01    3.5e-03
  38600    1.70e+00  2.46e+00    7.09e-02  1.11e-02    6.42e-02  9.30e-02    3.5e-03
  38700    3.22e+00  1.90e+00    1.01e-01  6.83e-02    1.22e-01  7.18e-02    3.5e-03
  38800    1.93e+00  1.63e+00    7.39e-02  6.39e-02    7.30e-02  6.16e-02    3.5e-03
  38900    2.02e+00  2.10e+00    3.90e-02  2.04e-02    7.65e-02  7.95e-02    3.5e-03
  39000    2.71e+00  1.62e+00    6.68e-02  3.78e-02    1.02e-01  6.11e-02    3.5e-03
  39100    1.85e+00  1.02e+00    5.39e-02  3.91e-02    7.00e-02  3.84e-02    3.5e-03
  39200    1.56e+00  1.60e+00    6.05e-02  2.61e-02    5.91e-02  6.07e-02    3.5e-03
  39300    1.45e+00  1.17e+00    6.36e-02  8.20e-02    5.46e-02  4.39e-02    3.5e-03
  39400    1.91e+00  1.41e+00    8.71e-02  3.60e-02    7.22e-02  5.34e-02    3.5e-03
  39500    1.93e+00  1.77e+00    4.58e-02  3.11e-02    7.30e-02  6.70e-02    3.5e-03
  39600    2.25e+00  2.26e+00    5.31e-02  2.84e-02    8.49e-02  8.55e-02    3.5e-03
  39700    2.25e+00  2.42e+00    4.91e-02  5.11e-02    8.51e-02  9.13e-02    3.5e-03
  39800    1.80e+00  1.03e+00    4.07e-02  6.62e-02    6.81e-02  3.90e-02    3.5e-03
  39900    2.28e+00  1.53e+00    4.34e-02  2.40e-02    8.62e-02  5.78e-02    3.5e-03
  40000    1.55e+00  8.20e-01    5.56e-02  1.42e-02    6.01e-02  3.18e-02    3.3e-03
  40100    1.80e+00  1.49e+00    4.04e-02  6.70e-02    6.99e-02  5.79e-02    3.3e-03
  40200    1.41e+00  1.85e+00    6.67e-02  1.31e-01    5.46e-02  7.13e-02    3.3e-03
  40300    2.01e+00  1.21e+00    4.71e-02  3.22e-02    7.80e-02  4.70e-02    3.3e-03
  40400    1.70e+00  1.45e+00    5.99e-02  3.22e-02    6.58e-02  5.64e-02    3.3e-03
  40500    1.70e+00  1.82e+00    1.00e-01  1.26e-01    6.57e-02  7.04e-02    3.3e-03
  40600    2.21e+00  2.39e+00    4.04e-02  4.88e-02    8.57e-02  9.29e-02    3.3e-03
  40700    1.81e+00  1.72e+00    5.61e-02  2.50e-03    7.00e-02  6.68e-02    3.3e-03
  40800    1.57e+00  1.34e+00    8.05e-02  8.49e-02    6.07e-02  5.18e-02    3.3e-03
  40900    1.85e+00  1.16e+00    6.20e-02  5.41e-02    7.17e-02  4.51e-02    3.3e-03
  41000    1.44e+00  9.36e-01    3.83e-02  3.95e-02    5.60e-02  3.63e-02    3.3e-03
  41100    1.70e+00  1.29e+00    5.67e-02  6.01e-02    6.60e-02  4.99e-02    3.3e-03
  41200    1.54e+00  1.60e+00    3.81e-02  3.55e-02    5.97e-02  6.21e-02    3.3e-03
  41300    1.48e+00  7.97e-01    5.78e-02  8.36e-03    5.73e-02  3.09e-02    3.3e-03
  41400    1.64e+00  1.85e+00    1.07e-01  1.45e-01    6.34e-02  7.13e-02    3.3e-03
  41500    1.69e+00  2.22e+00    5.99e-02  4.65e-03    6.55e-02  8.62e-02    3.3e-03
  41600    1.93e+00  1.26e+00    5.08e-02  3.97e-02    7.49e-02  4.88e-02    3.3e-03
  41700    1.64e+00  1.52e+00    5.03e-02  5.28e-02    6.35e-02  5.87e-02    3.3e-03
  41800    2.14e+00  7.62e-01    4.90e-02  2.45e-02    8.32e-02  2.95e-02    3.3e-03
  41900    1.42e+00  1.58e+00    5.21e-02  4.45e-02    5.49e-02  6.11e-02    3.3e-03
  42000    1.71e+00  1.22e+00    7.02e-02  1.36e-02    6.62e-02  4.74e-02    3.3e-03
  42100    1.37e+00  1.11e+00    4.19e-02  1.54e-02    5.29e-02  4.31e-02    3.3e-03
  42200    1.82e+00  1.61e+00    8.00e-02  1.91e-02    7.04e-02  6.24e-02    3.3e-03
  42300    2.50e+00  1.87e+00    4.87e-02  8.84e-02    9.68e-02  7.23e-02    3.3e-03
  42400    1.75e+00  1.81e+00    3.96e-02  1.07e-03    6.80e-02  7.02e-02    3.3e-03
  42500    1.61e+00  1.27e+00    6.70e-02  1.02e-01    6.24e-02  4.90e-02    3.3e-03
  42600    2.11e+00  1.48e+00    1.02e-01  1.46e-01    8.16e-02  5.69e-02    3.3e-03
  42700    1.60e+00  8.17e-01    7.80e-02  4.99e-02    6.21e-02  3.16e-02    3.3e-03
  42800    1.25e+00  8.17e-01    5.25e-02  2.14e-04    4.85e-02  3.17e-02    3.3e-03
  42900    1.87e+00  1.22e+00    6.20e-02  5.58e-02    7.25e-02  4.72e-02    3.3e-03
  43000    1.78e+00  1.55e+00    9.88e-02  4.83e-02    6.90e-02  6.01e-02    3.3e-03
  43100    1.60e+00  1.28e+00    6.13e-02  1.93e-02    6.20e-02  4.96e-02    3.3e-03
  43200    1.79e+00  1.26e+00    4.17e-02  3.22e-02    6.93e-02  4.89e-02    3.3e-03
  43300    2.24e+00  2.19e+00    1.13e-01  1.40e-01    8.66e-02  8.46e-02    3.3e-03
  43400    1.41e+00  1.56e+00    4.95e-02  1.54e-02    5.47e-02  6.05e-02    3.3e-03
  43500    1.74e+00  1.71e+00    4.59e-02  8.64e-03    6.75e-02  6.64e-02    3.3e-03
  43600    2.38e+00  2.65e+00    8.12e-02  1.15e-01    9.22e-02  1.03e-01    3.3e-03
  43700    2.46e+00  1.83e+00    4.85e-02  6.36e-02    9.53e-02  7.09e-02    3.3e-03
  43800    2.12e+00  2.14e+00    7.77e-02  3.39e-02    8.22e-02  8.32e-02    3.3e-03
  43900    1.38e+00  1.38e+00    4.27e-02  3.22e-02    5.36e-02  5.34e-02    3.3e-03
  44000    2.35e+00  2.12e+00    5.15e-02  1.21e-02    9.13e-02  8.24e-02    3.3e-03
  44100    1.99e+00  1.35e+00    1.16e-01  7.93e-02    7.72e-02  5.21e-02    3.3e-03
  44200    2.26e+00  1.87e+00    3.81e-02  5.41e-02    8.78e-02  7.26e-02    3.3e-03
  44300    1.39e+00  2.30e+00    8.70e-02  1.80e-02    5.36e-02  8.92e-02    3.3e-03
  44400    1.64e+00  9.42e-01    4.24e-02  4.31e-02    6.35e-02  3.65e-02    3.3e-03
  44500    1.74e+00  1.32e+00    8.38e-02  3.07e-03    6.73e-02  5.13e-02    3.3e-03
  44600    1.86e+00  1.53e+00    5.61e-02  1.48e-02    7.23e-02  5.94e-02    3.3e-03
  44700    1.58e+00  1.70e+00    3.73e-02  5.20e-02    6.13e-02  6.58e-02    3.3e-03
  44800    1.38e+00  2.12e+00    4.57e-02  5.56e-02    5.37e-02  8.23e-02    3.3e-03
  44900    1.47e+00  1.15e+00    6.22e-02  9.97e-02    5.69e-02  4.42e-02    3.3e-03
  45000    1.40e+00  5.47e-01    1.08e-01  9.43e-02    5.52e-02  2.10e-02    3.2e-03
  45100    1.18e+00  1.79e+00    6.02e-02  5.18e-02    4.69e-02  7.12e-02    3.2e-03
  45200    1.61e+00  1.74e+00    1.22e-01  1.42e-01    6.39e-02  6.86e-02    3.2e-03
  45300    1.34e+00  1.77e+00    4.00e-02  2.21e-02    5.31e-02  7.04e-02    3.2e-03
  45400    2.16e+00  1.40e+00    9.96e-02  6.48e-02    8.59e-02  5.55e-02    3.2e-03
  45500    2.01e+00  1.88e+00    5.83e-02  6.03e-02    8.01e-02  7.46e-02    3.2e-03
  45600    1.42e+00  1.24e+00    1.44e-01  1.00e-01    5.60e-02  4.91e-02    3.2e-03
  45700    2.12e+00  2.25e+00    5.44e-02  8.21e-02    8.45e-02  8.95e-02    3.2e-03
  45800    1.74e+00  8.57e-01    7.81e-02  7.64e-02    6.91e-02  3.38e-02    3.2e-03
  45900    1.42e+00  1.65e+00    5.21e-02  4.63e-02    5.65e-02  6.57e-02    3.2e-03
  46000    1.36e+00  1.67e+00    4.62e-02  5.51e-03    5.42e-02  6.66e-02    3.2e-03
  46100    2.17e+00  9.61e-01    6.88e-02  2.60e-02    8.62e-02  3.82e-02    3.2e-03
  46200    1.54e+00  1.69e+00    4.07e-02  2.63e-02    6.11e-02  6.72e-02    3.2e-03
  46300    1.32e+00  1.11e+00    6.02e-02  1.81e-02    5.26e-02  4.43e-02    3.2e-03
  46400    1.83e+00  2.05e+00    9.25e-02  1.30e-02    7.28e-02  8.16e-02    3.2e-03
  46500    2.28e+00  1.55e+00    6.32e-02  2.36e-02    9.08e-02  6.16e-02    3.2e-03
  46600    2.06e+00  2.37e+00    4.45e-02  4.83e-02    8.18e-02  9.42e-02    3.2e-03
  46700    1.25e+00  1.08e+00    5.27e-02  6.77e-03    4.95e-02  4.31e-02    3.2e-03
  46800    1.46e+00  4.09e+00    3.91e-02  1.35e-01    5.82e-02  1.63e-01    3.2e-03
  46900    1.68e+00  1.33e+00    7.21e-02  4.91e-02    6.69e-02  5.30e-02    3.2e-03
  47000    2.33e+00  9.89e-01    9.47e-02  3.73e-02    9.28e-02  3.93e-02    3.2e-03
  47100    1.48e+00  1.67e+00    1.04e-01  6.47e-02    5.87e-02  6.62e-02    3.2e-03
  47200    1.62e+00  1.53e+00    5.15e-02  2.94e-02    6.45e-02  6.08e-02    3.2e-03
  47300    1.37e+00  1.94e+00    4.30e-02  2.03e-02    5.46e-02  7.73e-02    3.2e-03
  47400    1.72e+00  1.55e+00    1.12e-01  9.09e-02    6.83e-02  6.13e-02    3.2e-03
  47500    1.95e+00  2.28e+00    5.18e-02  6.04e-02    7.76e-02  9.08e-02    3.2e-03
  47600    1.40e+00  2.00e+00    4.14e-02  9.39e-02    5.57e-02  7.95e-02    3.2e-03
  47700    1.72e+00  1.26e+00    6.61e-02  2.09e-02    6.84e-02  5.03e-02    3.2e-03
  47800    2.03e+00  1.67e+00    6.88e-02  1.03e-02    8.05e-02  6.64e-02    3.2e-03
  47900    1.48e+00  1.45e+00    4.65e-02  5.84e-03    5.88e-02  5.77e-02    3.2e-03
  48000    1.72e+00  1.62e+00    4.24e-02  3.26e-02    6.85e-02  6.45e-02    3.2e-03
  48100    1.45e+00  1.19e+00    4.20e-02  6.64e-02    5.77e-02  4.74e-02    3.2e-03
  48200    1.40e+00  9.26e-01    7.27e-02  1.21e-01    5.56e-02  3.61e-02    3.2e-03
  48300    1.78e+00  1.66e+00    4.67e-02  3.48e-02    7.09e-02  6.62e-02    3.2e-03
  48400    2.23e+00  1.67e+00    4.98e-02  4.00e-02    8.88e-02  6.65e-02    3.2e-03
  48500    3.28e+00  3.75e+00    3.88e-02  4.26e-02    1.30e-01  1.49e-01    3.2e-03
  48600    1.48e+00  1.52e+00    5.88e-02  5.75e-02    5.90e-02  6.05e-02    3.2e-03
  48700    1.71e+00  8.69e-01    3.82e-02  7.57e-02    6.82e-02  3.43e-02    3.2e-03
  48800    1.33e+00  7.07e-01    4.74e-02  1.66e-02    5.27e-02  2.81e-02    3.2e-03
  48900    1.31e+00  1.29e+00    4.94e-02  1.21e-02    5.22e-02  5.14e-02    3.2e-03
  49000    1.46e+00  1.62e+00    6.54e-02  2.50e-02    5.80e-02  6.47e-02    3.2e-03
  49100    1.62e+00  2.05e+00    4.42e-02  4.67e-02    6.45e-02  8.16e-02    3.2e-03
  49200    1.62e+00  8.79e-01    4.45e-02  6.15e-04    6.46e-02  3.50e-02    3.2e-03
  49300    1.73e+00  2.41e+00    4.26e-02  3.30e-02    6.88e-02  9.58e-02    3.2e-03
  49400    1.37e+00  1.12e+00    5.14e-02  2.00e-02    5.44e-02  4.46e-02    3.2e-03
  49500    1.30e+00  8.29e-01    4.15e-02  1.36e-02    5.17e-02  3.30e-02    3.2e-03
  49600    1.26e+00  2.15e+00    3.87e-02  1.61e-02    5.02e-02  8.57e-02    3.2e-03
  49700    1.30e+00  7.50e-01    5.20e-02  9.85e-02    5.17e-02  2.93e-02    3.2e-03
  49800    1.80e+00  1.75e+00    6.72e-02  5.07e-02    7.15e-02  6.96e-02    3.2e-03
  49900    1.76e+00  1.66e+00    4.46e-02  2.94e-02    7.02e-02  6.61e-02    3.2e-03
  50000    1.58e+00  1.20e+00    6.49e-02  2.99e-02    6.44e-02  4.89e-02    3.0e-03
  50100    1.60e+00  1.31e+00    9.37e-02  1.07e-01    6.51e-02  5.33e-02    3.0e-03
  50200    1.84e+00  1.32e+00    3.94e-02  4.75e-02    7.52e-02  5.40e-02    3.0e-03
  50300    1.61e+00  1.11e+00    9.31e-02  1.00e-01    6.55e-02  4.49e-02    3.0e-03
  50400    2.59e+00  2.67e+00    5.50e-02  4.85e-02    1.06e-01  1.09e-01    3.0e-03
  50500    1.28e+00  8.50e-01    3.72e-02  2.98e-02    5.23e-02  3.47e-02    3.0e-03
  50600    2.19e+00  1.69e+00    6.07e-02  7.16e-02    8.95e-02  6.88e-02    3.0e-03
  50700    1.33e+00  8.69e-01    4.27e-02  2.07e-02    5.43e-02  3.55e-02    3.0e-03
  50800    1.69e+00  3.04e+00    5.01e-02  5.07e-02    6.90e-02  1.24e-01    3.0e-03
  50900    1.54e+00  1.42e+00    1.13e-01  1.24e-01    6.24e-02  5.75e-02    3.0e-03
  51000    2.14e+00  2.48e+00    7.32e-02  7.88e-02    8.73e-02  1.01e-01    3.0e-03
  51100    1.16e+00  7.60e-01    4.76e-02  1.44e-02    4.73e-02  3.10e-02    3.0e-03
  51200    1.79e+00  6.42e-01    4.00e-02  8.82e-03    7.32e-02  2.62e-02    3.0e-03
  51300    2.10e+00  2.32e+00    3.93e-02  6.31e-02    8.57e-02  9.49e-02    3.0e-03
  51400    1.88e+00  1.51e+00    8.07e-02  7.13e-02    7.68e-02  6.15e-02    3.0e-03
  51500    1.19e+00  2.15e+00    4.16e-02  2.09e-02    4.86e-02  8.79e-02    3.0e-03
  51600    1.43e+00  2.25e+00    5.04e-02  5.13e-02    5.81e-02  9.20e-02    3.0e-03
  51700    1.62e+00  1.76e+00    4.13e-02  7.68e-03    6.61e-02  7.19e-02    3.0e-03
  51800    1.64e+00  1.05e+00    4.57e-02  1.58e-02    6.70e-02  4.28e-02    3.0e-03
  51900    2.20e+00  1.95e+00    1.97e-01  2.18e-01    8.88e-02  7.84e-02    3.0e-03
  52000    1.21e+00  8.67e-01    4.18e-02  4.00e-02    4.95e-02  3.53e-02    3.0e-03
  52100    1.15e+00  1.32e+00    4.31e-02  1.27e-02    4.70e-02  5.38e-02    3.0e-03
  52200    2.44e+00  9.85e-01    4.67e-02  3.17e-02    9.97e-02  4.02e-02    3.0e-03
